Year,Region,GDP,GDP_Type,Unit
2010,Jugozapaden,2969.06,GDP per Capita,EUR
2010,Jugoistocen,4164.67,GDP per Capita,EUR
2010,Pelagoniski,4155.7,GDP per Capita,EUR
2010,Poloski,1968.53,GDP per Capita,EUR
2010,Severoistocen,2170.88,GDP per Capita,EUR
2010,Skopski,5671.02,GDP per Capita,EUR
2010,Београдска област,8510.25,GDP per Capita,EUR
2010,Западнобачка област,3515.07,GDP per Capita,EUR
2010,Јужнобанатска област,3825.91,GDP per Capita,EUR
2010,Јужнобачка област,5896.66,GDP per Capita,EUR
2010,Севернобанатска област,3779.42,GDP per Capita,EUR
2010,Севернобачка област,4016.56,GDP per Capita,EUR
2010,Средњобанатска област,4227.33,GDP per Capita,EUR
2010,Сремска област,3615.57,GDP per Capita,EUR
2010,Златиборска област,3246.07,GDP per Capita,EUR
2010,Колубарска област,3393.05,GDP per Capita,EUR
2010,Мачванска област,3090.76,GDP per Capita,EUR
2010,Моравичка област,3930.64,GDP per Capita,EUR
2010,Поморавска област,3322.08,GDP per Capita,EUR
2010,Расинска област,2922.74,GDP per Capita,EUR
2010,Рашка област,2705.01,GDP per Capita,EUR
2010,Шумадијска област,3169.11,GDP per Capita,EUR
2010,Борска област,4010.76,GDP per Capita,EUR
2010,Браничевска област,4150.3,GDP per Capita,EUR
2010,Зајечарска област,2312.21,GDP per Capita,EUR
2010,Јабланичка област,2032.82,GDP per Capita,EUR
2010,Нишавска област,3816.44,GDP per Capita,EUR
2010,Пиротска област,3425.67,GDP per Capita,EUR
2010,Подунавска област,2345.58,GDP per Capita,EUR
2010,Пчињска област,2166.63,GDP per Capita,EUR
2010,Топличка област,2088.55,GDP per Capita,EUR
2010,Pomurska,12080.12,GDP per Capita,EUR
2010,Podravska,15528.06,GDP per Capita,EUR
2010,Koroska,14008.25,GDP per Capita,EUR
2010,Savinjska,17054.31,GDP per Capita,EUR
2010,Zasavska,11495.78,GDP per Capita,EUR
2010,Posavska,15305.02,GDP per Capita,EUR
2010,Jugovzhodna Slovenija,18000.42,GDP per Capita,EUR
2010,Primorsko-notranjska,13376.72,GDP per Capita,EUR
2010,Osrednjeslovenska,26680.02,GDP per Capita,EUR
2010,Gorenjska,15199.11,GDP per Capita,EUR
2010,Goriska,17212.43,GDP per Capita,EUR
2010,Obalno-kraska,19944.0,GDP per Capita,EUR
2010,Bjelovarsko-bilogorska županija,7108.42,GDP per Capita,EUR
2010,Virovitičko-podravska županija,6194.99,GDP per Capita,EUR
2010,Požeško-slavonska županija,6507.43,GDP per Capita,EUR
2010,Brodsko-posavska županija,5870.11,GDP per Capita,EUR
2010,Osječko-baranjska županija,8437.54,GDP per Capita,EUR
2010,Vukovarsko-srijemska županija,6257.73,GDP per Capita,EUR
2010,Karlovačka županija,7849.61,GDP per Capita,EUR
2010,Sisačko-moslavačka županija,8557.18,GDP per Capita,EUR
2010,Primorsko-goranska zupanija,13045.26,GDP per Capita,EUR
2010,Licko-senjska zupanija,8205.33,GDP per Capita,EUR
2010,Zadarska zupanija,8482.35,GDP per Capita,EUR
2010,Sibensko-kninska zupanija,8039.16,GDP per Capita,EUR
2010,Splitsko-dalmatinska zupanija,8476.11,GDP per Capita,EUR
2010,Istarska zupanija,13449.07,GDP per Capita,EUR
2010,Dubrovacko-neretvanska zupanija,10396.9,GDP per Capita,EUR
2010,Grad Zagreb,19464.7,GDP per Capita,EUR
2010,Međimurska županija,8331.28,GDP per Capita,EUR
2010,Varaždinska županija,8508.73,GDP per Capita,EUR
2010,Koprivničko-križevačka županija,8205.3,GDP per Capita,EUR
2010,Krapinsko-zagorska županija,6181.98,GDP per Capita,EUR
2010,Zagrebačka županija,7748.65,GDP per Capita,EUR
2010,Crna Gora,5391.73,GDP per Capita,EUR
2010,Vardarski,3733.94,GDP per Capita,EUR
2010,Istocen,3870.48,GDP per Capita,EUR
2010,Jugozapaden,2969.06,GDP per Capita,EUR
2010,Jugoistocen,4164.67,GDP per Capita,EUR
2010,Pelagoniski,4155.7,GDP per Capita,EUR
2010,Poloski,1968.53,GDP per Capita,EUR
2010,Severoistocen,2170.88,GDP per Capita,EUR
2010,Skopski,5671.02,GDP per Capita,EUR
2010,Београдска област,8510.25,GDP per Capita,EUR
2010,Западнобачка област,3515.07,GDP per Capita,EUR
2010,Јужнобанатска област,3825.91,GDP per Capita,EUR
2010,Јужнобачка област,5896.66,GDP per Capita,EUR
2010,Севернобанатска област,3779.42,GDP per Capita,EUR
2010,Севернобачка област,4016.56,GDP per Capita,EUR
2010,Средњобанатска област,4227.33,GDP per Capita,EUR
2010,Сремска област,3615.57,GDP per Capita,EUR
2010,Златиборска област,3246.07,GDP per Capita,EUR
2010,Колубарска област,3393.05,GDP per Capita,EUR
2010,Мачванска област,3090.76,GDP per Capita,EUR
2010,Моравичка област,3930.64,GDP per Capita,EUR
2010,Поморавска област,3322.08,GDP per Capita,EUR
2010,Расинска област,2922.74,GDP per Capita,EUR
2010,Рашка област,2705.01,GDP per Capita,EUR
2010,Шумадијска област,3169.11,GDP per Capita,EUR
2010,Борска област,4010.76,GDP per Capita,EUR
2010,Браничевска област,4150.3,GDP per Capita,EUR
2010,Зајечарска област,2312.21,GDP per Capita,EUR
2010,Јабланичка област,2032.82,GDP per Capita,EUR
2010,Нишавска област,3816.44,GDP per Capita,EUR
2010,Пиротска област,3425.67,GDP per Capita,EUR
2010,Подунавска област,2345.58,GDP per Capita,EUR
2010,Пчињска област,2166.63,GDP per Capita,EUR
2010,Топличка област,2088.55,GDP per Capita,EUR
2010,Pomurska,12080.12,GDP per Capita,EUR
2010,Podravska,15528.06,GDP per Capita,EUR
2010,Koroska,14008.25,GDP per Capita,EUR
2010,Savinjska,17054.31,GDP per Capita,EUR
2010,Zasavska,11495.78,GDP per Capita,EUR
2010,Posavska,15305.02,GDP per Capita,EUR
2010,Jugovzhodna Slovenija,18000.42,GDP per Capita,EUR
2010,Primorsko-notranjska,13376.72,GDP per Capita,EUR
2010,Osrednjeslovenska,26680.02,GDP per Capita,EUR
2010,Gorenjska,15199.11,GDP per Capita,EUR
2010,Goriska,17212.43,GDP per Capita,EUR
2010,Obalno-kraska,19944.0,GDP per Capita,EUR
2011,Bjelovarsko-bilogorska županija,7081.14,GDP per Capita,EUR
2011,Virovitičko-podravska županija,6363.1,GDP per Capita,EUR
2011,Požeško-slavonska županija,6408.64,GDP per Capita,EUR
2011,Brodsko-posavska županija,5931.68,GDP per Capita,EUR
2011,Osječko-baranjska županija,8464.49,GDP per Capita,EUR
2011,Vukovarsko-srijemska županija,6329.24,GDP per Capita,EUR
2011,Karlovačka županija,8005.29,GDP per Capita,EUR
2011,Sisačko-moslavačka županija,8598.1,GDP per Capita,EUR
2011,Primorsko-goranska zupanija,13316.9,GDP per Capita,EUR
2011,Licko-senjska zupanija,8169.63,GDP per Capita,EUR
2011,Zadarska zupanija,8282.38,GDP per Capita,EUR
2011,Sibensko-kninska zupanija,8067.71,GDP per Capita,EUR
2011,Splitsko-dalmatinska zupanija,8236.44,GDP per Capita,EUR
2011,Istarska zupanija,13366.01,GDP per Capita,EUR
2011,Dubrovacko-neretvanska zupanija,10079.95,GDP per Capita,EUR
2011,Grad Zagreb,19466.49,GDP per Capita,EUR
2011,Međimurska županija,8443.49,GDP per Capita,EUR
2011,Varaždinska županija,8533.89,GDP per Capita,EUR
2011,Koprivničko-križevačka županija,8215.99,GDP per Capita,EUR
2011,Krapinsko-zagorska županija,6301.35,GDP per Capita,EUR
2011,Zagrebačka županija,7963.18,GDP per Capita,EUR
2011,Crna Gora,5559.93,GDP per Capita,EUR
2011,Vardarski,3909.71,GDP per Capita,EUR
2011,Istocen,3978.53,GDP per Capita,EUR
2011,Jugozapaden,3093.24,GDP per Capita,EUR
2011,Jugoistocen,4456.99,GDP per Capita,EUR
2011,Pelagoniski,3978.96,GDP per Capita,EUR
2011,Poloski,2022.69,GDP per Capita,EUR
2011,Severoistocen,2588.62,GDP per Capita,EUR
2011,Skopski,5666.78,GDP per Capita,EUR
2011,Београдска област,8456.32,GDP per Capita,EUR
2011,Западнобачка област,3869.3,GDP per Capita,EUR
2011,Јужнобанатска област,4110.87,GDP per Capita,EUR
2011,Јужнобачка област,6154.97,GDP per Capita,EUR
2011,Севернобанатска област,4120.01,GDP per Capita,EUR
2011,Севернобачка област,4237.21,GDP per Capita,EUR
2011,Средњобанатска област,4617.14,GDP per Capita,EUR
2011,Сремска област,3847.72,GDP per Capita,EUR
2011,Златиборска област,3578.08,GDP per Capita,EUR
2011,Колубарска област,3584.92,GDP per Capita,EUR
2011,Мачванска област,3490.56,GDP per Capita,EUR
2011,Моравичка област,3720.33,GDP per Capita,EUR
2011,Поморавска област,3294.08,GDP per Capita,EUR
2011,Расинска област,2995.87,GDP per Capita,EUR
2011,Рашка област,2544.91,GDP per Capita,EUR
2011,Шумадијска област,3294.94,GDP per Capita,EUR
2011,Борска област,4803.26,GDP per Capita,EUR
2011,Браничевска област,3958.45,GDP per Capita,EUR
2011,Зајечарска област,2822.33,GDP per Capita,EUR
2011,Јабланичка област,2317.39,GDP per Capita,EUR
2011,Нишавска област,3349.36,GDP per Capita,EUR
2011,Пиротска област,3665.91,GDP per Capita,EUR
2011,Подунавска област,2597.49,GDP per Capita,EUR
2011,Пчињска област,2296.78,GDP per Capita,EUR
2011,Топличка област,2604.81,GDP per Capita,EUR
2011,Pomurska,12466.22,GDP per Capita,EUR
2011,Podravska,15676.99,GDP per Capita,EUR
2011,Koroska,14544.33,GDP per Capita,EUR
2011,Savinjska,17346.89,GDP per Capita,EUR
2011,Zasavska,11424.46,GDP per Capita,EUR
2011,Posavska,15582.89,GDP per Capita,EUR
2011,Jugovzhodna Slovenija,18006.03,GDP per Capita,EUR
2011,Primorsko-notranjska,13311.08,GDP per Capita,EUR
2011,Osrednjeslovenska,26711.93,GDP per Capita,EUR
2011,Gorenjska,15388.24,GDP per Capita,EUR
2011,Goriska,17105.22,GDP per Capita,EUR
2011,Obalno-kraska,19641.67,GDP per Capita,EUR
2011,Bjelovarsko-bilogorska županija,7081.14,GDP per Capita,EUR
2011,Virovitičko-podravska županija,6363.1,GDP per Capita,EUR
2011,Požeško-slavonska županija,6408.64,GDP per Capita,EUR
2011,Brodsko-posavska županija,5931.68,GDP per Capita,EUR
2011,Osječko-baranjska županija,8464.49,GDP per Capita,EUR
2011,Vukovarsko-srijemska županija,6329.24,GDP per Capita,EUR
2011,Karlovačka županija,8005.29,GDP per Capita,EUR
2011,Sisačko-moslavačka županija,8598.1,GDP per Capita,EUR
2011,Primorsko-goranska zupanija,13316.9,GDP per Capita,EUR
2011,Licko-senjska zupanija,8169.63,GDP per Capita,EUR
2011,Zadarska zupanija,8282.38,GDP per Capita,EUR
2011,Sibensko-kninska zupanija,8067.71,GDP per Capita,EUR
2011,Splitsko-dalmatinska zupanija,8236.44,GDP per Capita,EUR
2011,Istarska zupanija,13366.01,GDP per Capita,EUR
2011,Dubrovacko-neretvanska zupanija,10079.95,GDP per Capita,EUR
2011,Grad Zagreb,19466.49,GDP per Capita,EUR
2011,Međimurska županija,8443.49,GDP per Capita,EUR
2011,Varaždinska županija,8533.89,GDP per Capita,EUR
2011,Koprivničko-križevačka županija,8215.99,GDP per Capita,EUR
2011,Krapinsko-zagorska županija,6301.35,GDP per Capita,EUR
2011,Zagrebačka županija,7963.18,GDP per Capita,EUR
2011,Crna Gora,5559.93,GDP per Capita,EUR
2011,Vardarski,3909.71,GDP per Capita,EUR
2011,Istocen,3978.53,GDP per Capita,EUR
2011,Jugozapaden,3093.24,GDP per Capita,EUR
2011,Jugoistocen,4456.99,GDP per Capita,EUR
2011,Pelagoniski,3978.96,GDP per Capita,EUR
2011,Poloski,2022.69,GDP per Capita,EUR
2011,Severoistocen,2588.62,GDP per Capita,EUR
2011,Skopski,5666.78,GDP per Capita,EUR
2011,Београдска област,8456.32,GDP per Capita,EUR
2011,Западнобачка област,3869.3,GDP per Capita,EUR
2011,Јужнобанатска област,4110.87,GDP per Capita,EUR
2011,Јужнобачка област,6154.97,GDP per Capita,EUR
2011,Севернобанатска област,4120.01,GDP per Capita,EUR
2011,Севернобачка област,4237.21,GDP per Capita,EUR
2011,Средњобанатска област,4617.14,GDP per Capita,EUR
2011,Сремска област,3847.72,GDP per Capita,EUR
2011,Златиборска област,3578.08,GDP per Capita,EUR
2011,Колубарска област,3584.92,GDP per Capita,EUR
2011,Мачванска област,3490.56,GDP per Capita,EUR
2011,Моравичка област,3720.33,GDP per Capita,EUR
2011,Поморавска област,3294.08,GDP per Capita,EUR
2011,Расинска област,2995.87,GDP per Capita,EUR
2011,Рашка област,2544.91,GDP per Capita,EUR
2011,Шумадијска област,3294.94,GDP per Capita,EUR
2011,Борска област,4803.26,GDP per Capita,EUR
2011,Браничевска област,3958.45,GDP per Capita,EUR
2011,Зајечарска област,2822.33,GDP per Capita,EUR
2011,Јабланичка област,2317.39,GDP per Capita,EUR
2011,Нишавска област,3349.36,GDP per Capita,EUR
2011,Пиротска област,3665.91,GDP per Capita,EUR
2011,Подунавска област,2597.49,GDP per Capita,EUR
2011,Пчињска област,2296.78,GDP per Capita,EUR
2011,Топличка област,2604.81,GDP per Capita,EUR
2011,Pomurska,12466.22,GDP per Capita,EUR
2011,Podravska,15676.99,GDP per Capita,EUR
2011,Koroska,14544.33,GDP per Capita,EUR
2011,Savinjska,17346.89,GDP per Capita,EUR
2011,Zasavska,11424.46,GDP per Capita,EUR
2011,Posavska,15582.89,GDP per Capita,EUR
2011,Jugovzhodna Slovenija,18006.03,GDP per Capita,EUR
2011,Primorsko-notranjska,13311.08,GDP per Capita,EUR
2011,Osrednjeslovenska,26711.93,GDP per Capita,EUR
2011,Gorenjska,15388.24,GDP per Capita,EUR
2011,Goriska,17105.22,GDP per Capita,EUR
2011,Obalno-kraska,19641.67,GDP per Capita,EUR
2012,Bjelovarsko-bilogorska županija,6757.53,GDP per Capita,EUR
2012,Virovitičko-podravska županija,6088.72,GDP per Capita,EUR
2012,Požeško-slavonska županija,6085.26,GDP per Capita,EUR
2012,Brodsko-posavska županija,5762.07,GDP per Capita,EUR
2012,Osječko-baranjska županija,8126.21,GDP per Capita,EUR
2012,Vukovarsko-srijemska županija,6021.96,GDP per Capita,EUR
2012,Karlovačka županija,7752.76,GDP per Capita,EUR
2012,Sisačko-moslavačka županija,8617.64,GDP per Capita,EUR
2012,Primorsko-goranska zupanija,13576.23,GDP per Capita,EUR
2012,Licko-senjska zupanija,7806.49,GDP per Capita,EUR
2012,Zadarska zupanija,8098.55,GDP per Capita,EUR
2012,Sibensko-kninska zupanija,7912.64,GDP per Capita,EUR
2012,Splitsko-dalmatinska zupanija,7972.46,GDP per Capita,EUR
2012,Istarska zupanija,12760.37,GDP per Capita,EUR
2012,Dubrovacko-neretvanska zupanija,9972.24,GDP per Capita,EUR
2012,Grad Zagreb,19202.13,GDP per Capita,EUR
2012,Međimurska županija,8231.83,GDP per Capita,EUR
2012,Varaždinska županija,8307.27,GDP per Capita,EUR
2012,Koprivničko-križevačka županija,7972.31,GDP per Capita,EUR
2012,Krapinsko-zagorska županija,6164.76,GDP per Capita,EUR
2012,Zagrebačka županija,7831.54,GDP per Capita,EUR
2012,Crna Gora,5403.96,GDP per Capita,EUR
2012,Vardarski,4141.64,GDP per Capita,EUR
2012,Istocen,3783.78,GDP per Capita,EUR
2012,Jugozapaden,2991.8,GDP per Capita,EUR
2012,Jugoistocen,4427.01,GDP per Capita,EUR
2012,Pelagoniski,3833.67,GDP per Capita,EUR
2012,Poloski,1884.52,GDP per Capita,EUR
2012,Severoistocen,2581.48,GDP per Capita,EUR
2012,Skopski,5755.99,GDP per Capita,EUR
2012,Београдска област,8506.24,GDP per Capita,EUR
2012,Западнобачка област,3869.76,GDP per Capita,EUR
2012,Јужнобанатска област,4145.31,GDP per Capita,EUR
2012,Јужнобачка област,6274.37,GDP per Capita,EUR
2012,Севернобанатска област,4147.61,GDP per Capita,EUR
2012,Севернобачка област,4304.09,GDP per Capita,EUR
2012,Средњобанатска област,4642.59,GDP per Capita,EUR
2012,Сремска област,3892.99,GDP per Capita,EUR
2012,Златиборска област,3392.79,GDP per Capita,EUR
2012,Колубарска област,3411.7,GDP per Capita,EUR
2012,Мачванска област,2985.23,GDP per Capita,EUR
2012,Моравичка област,3904.0,GDP per Capita,EUR
2012,Поморавска област,3216.01,GDP per Capita,EUR
2012,Расинска област,2850.71,GDP per Capita,EUR
2012,Рашка област,2419.34,GDP per Capita,EUR
2012,Шумадијска област,3761.81,GDP per Capita,EUR
2012,Борска област,4715.26,GDP per Capita,EUR
2012,Браничевска област,3759.01,GDP per Capita,EUR
2012,Зајечарска област,2619.93,GDP per Capita,EUR
2012,Јабланичка област,2228.97,GDP per Capita,EUR
2012,Нишавска област,3353.63,GDP per Capita,EUR
2012,Пиротска област,3577.06,GDP per Capita,EUR
2012,Подунавска област,2340.37,GDP per Capita,EUR
2012,Пчињска област,2218.32,GDP per Capita,EUR
2012,Топличка област,2457.28,GDP per Capita,EUR
2012,Pomurska,12252.95,GDP per Capita,EUR
2012,Podravska,15149.33,GDP per Capita,EUR
2012,Koroska,14472.88,GDP per Capita,EUR
2012,Savinjska,16804.71,GDP per Capita,EUR
2012,Zasavska,10750.77,GDP per Capita,EUR
2012,Posavska,15158.37,GDP per Capita,EUR
2012,Jugovzhodna Slovenija,17248.21,GDP per Capita,EUR
2012,Primorsko-notranjska,12721.21,GDP per Capita,EUR
2012,Osrednjeslovenska,26139.24,GDP per Capita,EUR
2012,Gorenjska,15077.86,GDP per Capita,EUR
2012,Goriska,16488.34,GDP per Capita,EUR
2012,Obalno-kraska,18292.11,GDP per Capita,EUR
2012,Bjelovarsko-bilogorska županija,6757.53,GDP per Capita,EUR
2012,Virovitičko-podravska županija,6088.72,GDP per Capita,EUR
2012,Požeško-slavonska županija,6085.26,GDP per Capita,EUR
2012,Brodsko-posavska županija,5762.07,GDP per Capita,EUR
2012,Osječko-baranjska županija,8126.21,GDP per Capita,EUR
2012,Vukovarsko-srijemska županija,6021.96,GDP per Capita,EUR
2012,Karlovačka županija,7752.76,GDP per Capita,EUR
2012,Sisačko-moslavačka županija,8617.64,GDP per Capita,EUR
2012,Primorsko-goranska zupanija,13576.23,GDP per Capita,EUR
2012,Licko-senjska zupanija,7806.49,GDP per Capita,EUR
2012,Zadarska zupanija,8098.55,GDP per Capita,EUR
2012,Sibensko-kninska zupanija,7912.64,GDP per Capita,EUR
2012,Splitsko-dalmatinska zupanija,7972.46,GDP per Capita,EUR
2012,Istarska zupanija,12760.37,GDP per Capita,EUR
2012,Dubrovacko-neretvanska zupanija,9972.24,GDP per Capita,EUR
2012,Grad Zagreb,19202.13,GDP per Capita,EUR
2012,Međimurska županija,8231.83,GDP per Capita,EUR
2012,Varaždinska županija,8307.27,GDP per Capita,EUR
2012,Koprivničko-križevačka županija,7972.31,GDP per Capita,EUR
2012,Krapinsko-zagorska županija,6164.76,GDP per Capita,EUR
2012,Zagrebačka županija,7831.54,GDP per Capita,EUR
2012,Crna Gora,5403.96,GDP per Capita,EUR
2012,Vardarski,4141.64,GDP per Capita,EUR
2012,Istocen,3783.78,GDP per Capita,EUR
2012,Jugozapaden,2991.8,GDP per Capita,EUR
2012,Jugoistocen,4427.01,GDP per Capita,EUR
2012,Pelagoniski,3833.67,GDP per Capita,EUR
2012,Poloski,1884.52,GDP per Capita,EUR
2012,Severoistocen,2581.48,GDP per Capita,EUR
2012,Skopski,5755.99,GDP per Capita,EUR
2012,Београдска област,8506.24,GDP per Capita,EUR
2012,Западнобачка област,3869.76,GDP per Capita,EUR
2012,Јужнобанатска област,4145.31,GDP per Capita,EUR
2012,Јужнобачка област,6274.37,GDP per Capita,EUR
2012,Севернобанатска област,4147.61,GDP per Capita,EUR
2012,Севернобачка област,4304.09,GDP per Capita,EUR
2012,Средњобанатска област,4642.59,GDP per Capita,EUR
2012,Сремска област,3892.99,GDP per Capita,EUR
2012,Златиборска област,3392.79,GDP per Capita,EUR
2012,Колубарска област,3411.7,GDP per Capita,EUR
2012,Мачванска област,2985.23,GDP per Capita,EUR
2012,Моравичка област,3904.0,GDP per Capita,EUR
2012,Поморавска област,3216.01,GDP per Capita,EUR
2012,Расинска област,2850.71,GDP per Capita,EUR
2012,Рашка област,2419.34,GDP per Capita,EUR
2012,Шумадијска област,3761.81,GDP per Capita,EUR
2012,Борска област,4715.26,GDP per Capita,EUR
2012,Браничевска област,3759.01,GDP per Capita,EUR
2012,Зајечарска област,2619.93,GDP per Capita,EUR
2012,Јабланичка област,2228.97,GDP per Capita,EUR
2012,Нишавска област,3353.63,GDP per Capita,EUR
2012,Пиротска област,3577.06,GDP per Capita,EUR
2012,Подунавска област,2340.37,GDP per Capita,EUR
2012,Пчињска област,2218.32,GDP per Capita,EUR
2012,Топличка област,2457.28,GDP per Capita,EUR
2012,Pomurska,12252.95,GDP per Capita,EUR
2012,Podravska,15149.33,GDP per Capita,EUR
2012,Koroska,14472.88,GDP per Capita,EUR
2012,Savinjska,16804.71,GDP per Capita,EUR
2012,Zasavska,10750.77,GDP per Capita,EUR
2012,Posavska,15158.37,GDP per Capita,EUR
2012,Jugovzhodna Slovenija,17248.21,GDP per Capita,EUR
2012,Primorsko-notranjska,12721.21,GDP per Capita,EUR
2012,Osrednjeslovenska,26139.24,GDP per Capita,EUR
2012,Gorenjska,15077.86,GDP per Capita,EUR
2012,Goriska,16488.34,GDP per Capita,EUR
2012,Obalno-kraska,18292.11,GDP per Capita,EUR
2013,Bjelovarsko-bilogorska županija,6863.82,GDP per Capita,EUR
2013,Virovitičko-podravska županija,6053.23,GDP per Capita,EUR
2013,Požeško-slavonska županija,6191.8,GDP per Capita,EUR
2013,Brodsko-posavska županija,5767.82,GDP per Capita,EUR
2013,Osječko-baranjska županija,8252.76,GDP per Capita,EUR
2013,Vukovarsko-srijemska županija,6130.65,GDP per Capita,EUR
2013,Karlovačka županija,7938.04,GDP per Capita,EUR
2013,Sisačko-moslavačka županija,7982.0,GDP per Capita,EUR
2013,Primorsko-goranska zupanija,13253.69,GDP per Capita,EUR
2013,Licko-senjska zupanija,8060.52,GDP per Capita,EUR
2013,Zadarska zupanija,8279.5,GDP per Capita,EUR
2013,Sibensko-kninska zupanija,8179.94,GDP per Capita,EUR
2013,Splitsko-dalmatinska zupanija,8050.3,GDP per Capita,EUR
2013,Istarska zupanija,12871.65,GDP per Capita,EUR
2013,Dubrovacko-neretvanska zupanija,10362.41,GDP per Capita,EUR
2013,Grad Zagreb,18957.44,GDP per Capita,EUR
2013,Međimurska županija,9612.94,GDP per Capita,EUR
2013,Varaždinska županija,8529.55,GDP per Capita,EUR
2013,Koprivničko-križevačka županija,8096.9,GDP per Capita,EUR
2013,Krapinsko-zagorska županija,6337.53,GDP per Capita,EUR
2013,Zagrebačka županija,7842.58,GDP per Capita,EUR
2013,Crna Gora,5590.22,GDP per Capita,EUR
2013,Vardarski,4515.13,GDP per Capita,EUR
2013,Istocen,3811.14,GDP per Capita,EUR
2013,Jugozapaden,3002.01,GDP per Capita,EUR
2013,Jugoistocen,4476.73,GDP per Capita,EUR
2013,Pelagoniski,4086.01,GDP per Capita,EUR
2013,Poloski,1993.61,GDP per Capita,EUR
2013,Severoistocen,2544.4,GDP per Capita,EUR
2013,Skopski,5860.51,GDP per Capita,EUR
2013,Београдска област,8717.0,GDP per Capita,EUR
2013,Западнобачка област,3688.29,GDP per Capita,EUR
2013,Јужнобанатска област,4158.01,GDP per Capita,EUR
2013,Јужнобачка област,6875.89,GDP per Capita,EUR
2013,Севернобанатска област,3889.31,GDP per Capita,EUR
2013,Севернобачка област,4190.75,GDP per Capita,EUR
2013,Средњобанатска област,4626.22,GDP per Capita,EUR
2013,Сремска област,4137.58,GDP per Capita,EUR
2013,Златиборска област,3511.79,GDP per Capita,EUR
2013,Колубарска област,3499.15,GDP per Capita,EUR
2013,Мачванска област,2946.19,GDP per Capita,EUR
2013,Моравичка област,3992.45,GDP per Capita,EUR
2013,Поморавска област,3133.3,GDP per Capita,EUR
2013,Расинска област,2844.75,GDP per Capita,EUR
2013,Рашка област,2530.24,GDP per Capita,EUR
2013,Шумадијска област,4249.67,GDP per Capita,EUR
2013,Борска област,4512.35,GDP per Capita,EUR
2013,Браничевска област,4178.32,GDP per Capita,EUR
2013,Зајечарска област,2827.63,GDP per Capita,EUR
2013,Јабланичка област,2335.65,GDP per Capita,EUR
2013,Нишавска област,3438.29,GDP per Capita,EUR
2013,Пиротска област,4025.71,GDP per Capita,EUR
2013,Подунавска област,2273.17,GDP per Capita,EUR
2013,Пчињска област,2169.66,GDP per Capita,EUR
2013,Топличка област,2822.37,GDP per Capita,EUR
2013,Pomurska,12285.47,GDP per Capita,EUR
2013,Podravska,14862.77,GDP per Capita,EUR
2013,Koroska,14380.21,GDP per Capita,EUR
2013,Savinjska,16446.21,GDP per Capita,EUR
2013,Zasavska,10621.79,GDP per Capita,EUR
2013,Posavska,15061.83,GDP per Capita,EUR
2013,Jugovzhodna Slovenija,17130.34,GDP per Capita,EUR
2013,Primorsko-notranjska,12818.8,GDP per Capita,EUR
2013,Osrednjeslovenska,25658.77,GDP per Capita,EUR
2013,Gorenjska,15422.86,GDP per Capita,EUR
2013,Goriska,16298.72,GDP per Capita,EUR
2013,Obalno-kraska,17618.11,GDP per Capita,EUR
2013,Bjelovarsko-bilogorska županija,6863.82,GDP per Capita,EUR
2013,Virovitičko-podravska županija,6053.23,GDP per Capita,EUR
2013,Požeško-slavonska županija,6191.8,GDP per Capita,EUR
2013,Brodsko-posavska županija,5767.82,GDP per Capita,EUR
2013,Osječko-baranjska županija,8252.76,GDP per Capita,EUR
2013,Vukovarsko-srijemska županija,6130.65,GDP per Capita,EUR
2013,Karlovačka županija,7938.04,GDP per Capita,EUR
2013,Sisačko-moslavačka županija,7982.0,GDP per Capita,EUR
2013,Primorsko-goranska zupanija,13253.69,GDP per Capita,EUR
2013,Licko-senjska zupanija,8060.52,GDP per Capita,EUR
2013,Zadarska zupanija,8279.5,GDP per Capita,EUR
2013,Sibensko-kninska zupanija,8179.94,GDP per Capita,EUR
2013,Splitsko-dalmatinska zupanija,8050.3,GDP per Capita,EUR
2013,Istarska zupanija,12871.65,GDP per Capita,EUR
2013,Dubrovacko-neretvanska zupanija,10362.41,GDP per Capita,EUR
2013,Grad Zagreb,18957.44,GDP per Capita,EUR
2013,Međimurska županija,9612.94,GDP per Capita,EUR
2013,Varaždinska županija,8529.55,GDP per Capita,EUR
2013,Koprivničko-križevačka županija,8096.9,GDP per Capita,EUR
2013,Krapinsko-zagorska županija,6337.53,GDP per Capita,EUR
2013,Zagrebačka županija,7842.58,GDP per Capita,EUR
2013,Crna Gora,5590.22,GDP per Capita,EUR
2013,Vardarski,4515.13,GDP per Capita,EUR
2013,Istocen,3811.14,GDP per Capita,EUR
2013,Jugozapaden,3002.01,GDP per Capita,EUR
2013,Jugoistocen,4476.73,GDP per Capita,EUR
2013,Pelagoniski,4086.01,GDP per Capita,EUR
2013,Poloski,1993.61,GDP per Capita,EUR
2013,Severoistocen,2544.4,GDP per Capita,EUR
2013,Skopski,5860.51,GDP per Capita,EUR
2013,Београдска област,8717.0,GDP per Capita,EUR
2013,Западнобачка област,3688.29,GDP per Capita,EUR
2013,Јужнобанатска област,4158.01,GDP per Capita,EUR
2013,Јужнобачка област,6875.89,GDP per Capita,EUR
2013,Севернобанатска област,3889.31,GDP per Capita,EUR
2013,Севернобачка област,4190.75,GDP per Capita,EUR
2013,Средњобанатска област,4626.22,GDP per Capita,EUR
2013,Сремска област,4137.58,GDP per Capita,EUR
2013,Златиборска област,3511.79,GDP per Capita,EUR
2013,Колубарска област,3499.15,GDP per Capita,EUR
